"species_lump","present_below_south","present_within_buffer","present_above_north","present_observations_site","total_observations","sites_in_buffer","sites_present","total_sites","total_counts","percent_years_present","range_edge_category","range_lat","id"
"Palmaria hecatensis",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Palmaria mollis",FALSE,FALSE,TRUE,0,242,4,0,103,53,0,"Northern Only Presence","34.04-34.36",3
"Palmaria palmata",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Panulirus interruptus",FALSE,FALSE,FALSE,0,391,4,0,108,0,0,"Absent","34.04-34.36",3
"Paraxanthias taylori",TRUE,FALSE,TRUE,0,313,4,0,108,4,0,"Avoidant","34.04-34.36",3
"Patiria miniata",TRUE,FALSE,TRUE,0,391,4,0,108,882,0,"Avoidant","34.04-34.36",3
"Peltodoris nobilis",FALSE,FALSE,TRUE,0,313,4,0,108,17,0,"Northern Only Presence","34.04-34.36",3
"Pelvetiopsis arborescens/hybrida/limitata",TRUE,FALSE,TRUE,0,242,4,0,103,3166,0,"Avoidant","34.04-34.36",3
"Pelvetiopsis californica",TRUE,FALSE,TRUE,0,242,4,0,103,351,0,"Avoidant","34.04-34.36",3
"Petaloconchus montereyensis",FALSE,FALSE,TRUE,0,242,4,0,103,1,0,"Northern Only Presence","34.04-34.36",3
"Petrolisthes spp",TRUE,TRUE,TRUE,1,313,4,1,108,229,4.16666666666667,"Continuous Presence","34.04-34.36",3
"Petrospongium rugosum",TRUE,FALSE,TRUE,0,242,4,0,103,420,0,"Avoidant","34.04-34.36",3
"Phragmatopoma/Sabellaria spp",TRUE,TRUE,TRUE,7,242,4,4,103,3827,31.8181818181818,"Continuous Presence","34.04-34.36",3
"Phyllospadix scouleri/serrulatus",TRUE,FALSE,TRUE,0,242,4,0,103,5564,0,"Avoidant","34.04-34.36",3
"Phyllospadix torreyi",TRUE,FALSE,TRUE,0,242,4,0,103,9543,0,"Avoidant","34.04-34.36",3
"Pilayella littoralis",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Pisaster giganteus",TRUE,TRUE,TRUE,1,391,4,1,108,46,4.34782608695652,"Continuous Presence","34.04-34.36",3
"Pisaster ochraceus",TRUE,TRUE,TRUE,18,391,4,4,108,39106,47.8260869565217,"Continuous Presence","34.04-34.36",3
"Pista spp",TRUE,FALSE,TRUE,0,242,4,0,103,109,0,"Avoidant","34.04-34.36",3
"Placiphorella velata",FALSE,FALSE,TRUE,0,313,4,0,108,6,0,"Northern Only Presence","34.04-34.36",3
"Pleonosporium spp",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Plocamium oregonum",FALSE,FALSE,TRUE,0,242,4,0,103,2,0,"Northern Only Presence","34.04-34.36",3
"Plocamium pacificum",TRUE,TRUE,TRUE,2,242,4,1,103,828,9.09090909090909,"Continuous Presence","34.04-34.36",3
"Plocamium violaceum",TRUE,TRUE,TRUE,1,242,4,1,103,165,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Pododesmus macrochisma",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Pollicipes polymerus",TRUE,TRUE,TRUE,9,242,4,4,103,1847,36.3636363636364,"Continuous Presence","34.04-34.36",3
"Polyneura latissima",FALSE,FALSE,TRUE,0,242,4,0,103,26,0,"Northern Only Presence","34.04-34.36",3
"Polysiphonia spp",TRUE,TRUE,TRUE,6,242,4,4,103,942,27.2727272727273,"Continuous Presence","34.04-34.36",3
"Potamilla occelata",TRUE,FALSE,FALSE,0,242,4,0,103,1,0,"Southern Only Presence","34.04-34.36",3
"Primavelans insculpta",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Prionitis filiformis",FALSE,FALSE,TRUE,0,242,4,0,103,2,0,"Northern Only Presence","34.04-34.36",3
"Prionitis lanceolata",TRUE,TRUE,TRUE,3,242,4,2,103,2212,13.6363636363636,"Continuous Presence","34.04-34.36",3
"Prionitis linearis",TRUE,FALSE,TRUE,0,242,4,0,103,8,0,"Avoidant","34.04-34.36",3
"Prionitis sternbergii",TRUE,TRUE,TRUE,1,242,4,1,103,237,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Pseudochama exogyra",TRUE,FALSE,TRUE,0,242,4,0,103,278,0,"Avoidant","34.04-34.36",3
"Pseudolithoderma nigrum",TRUE,TRUE,TRUE,1,242,4,1,103,607,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Pseudomelatoma penicillata",TRUE,FALSE,TRUE,0,313,4,0,108,4,0,"Avoidant","34.04-34.36",3
"Pseudomelatoma torosa",TRUE,FALSE,TRUE,0,313,4,0,108,16,0,"Avoidant","34.04-34.36",3
"Pseudopusula californiana",TRUE,FALSE,FALSE,0,313,4,0,108,1,0,"Southern Only Presence","34.04-34.36",3
"Pterocladiella capillacea",TRUE,FALSE,TRUE,0,242,4,0,103,1208,0,"Avoidant","34.04-34.36",3
"Pterocladiella media",TRUE,FALSE,TRUE,0,242,4,0,103,21,0,"Avoidant","34.04-34.36",3
"Pteropurpura trialata",TRUE,FALSE,FALSE,0,313,4,0,108,2,0,"Southern Only Presence","34.04-34.36",3
"Pterygophora californica",FALSE,FALSE,TRUE,0,242,4,0,103,26,0,"Northern Only Presence","34.04-34.36",3
"Pugettia foliata",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Pugettia gracilis/richii",TRUE,FALSE,TRUE,0,313,4,0,108,97,0,"Avoidant","34.04-34.36",3
"Pugettia producta",TRUE,TRUE,TRUE,1,313,4,1,108,541,4.16666666666667,"Continuous Presence","34.04-34.36",3
"Pycnogonida",TRUE,FALSE,TRUE,0,313,4,0,108,22,0,"Avoidant","34.04-34.36",3
"Pycnopodia helianthoides",FALSE,FALSE,TRUE,0,391,4,0,108,81,0,"Northern Only Presence","34.04-34.36",3
"Pyropia spp",TRUE,TRUE,TRUE,5,242,4,3,103,1718,22.7272727272727,"Continuous Presence","34.04-34.36",3
"Rhodymenia californica",TRUE,FALSE,TRUE,0,242,4,0,103,50,0,"Avoidant","34.04-34.36",3
"Rhodymenia pacifica",TRUE,FALSE,TRUE,0,242,4,0,103,44,0,"Avoidant","34.04-34.36",3
"Roperia poulsoni",TRUE,TRUE,TRUE,1,313,4,1,108,106,4.16666666666667,"Continuous Presence","34.04-34.36",3
"Saccharina latissima",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Sarcodiotheca gaudichaudii",TRUE,FALSE,TRUE,0,242,4,0,103,94,0,"Avoidant","34.04-34.36",3
"Sargassum agardhianum",TRUE,FALSE,TRUE,0,242,4,0,103,12,0,"Avoidant","34.04-34.36",3
"Sargassum horneri",TRUE,FALSE,FALSE,0,242,4,0,103,6,0,"Southern Only Presence","34.04-34.36",3
"Sargassum muticum",TRUE,FALSE,TRUE,0,242,4,0,103,1200,0,"Avoidant","34.04-34.36",3
"Sargassum palmeri",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Savoiea bipinnata",TRUE,TRUE,TRUE,1,242,4,1,103,358,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Schizoporella unicornis",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Semibalanus cariosus",FALSE,FALSE,TRUE,0,242,4,0,103,508,0,"Northern Only Presence","34.04-34.36",3
"Serpula vermicularis",TRUE,FALSE,TRUE,0,242,4,0,103,15,0,"Avoidant","34.04-34.36",3
"Sertularella/Sertularia spp",FALSE,TRUE,TRUE,1,242,4,1,103,4,4.54545454545455,"Southern Range Edge","34.04-34.36",3
"Silvetia compressa",TRUE,FALSE,TRUE,0,242,4,0,103,6522,0,"Avoidant","34.04-34.36",3
"Siphonaria brannani",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Siphonaria thersites",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Sorella delicatula",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Sphacelaria californica",TRUE,FALSE,FALSE,0,242,4,0,103,12,0,"Southern Only Presence","34.04-34.36",3
"Spirobranchus spinosus",FALSE,FALSE,TRUE,0,242,4,0,103,2,0,"Northern Only Presence","34.04-34.36",3
"Spirorbis spp",TRUE,FALSE,TRUE,0,242,4,0,103,124,0,"Avoidant","34.04-34.36",3
"Spyridia filamentosa",TRUE,FALSE,FALSE,0,242,4,0,103,72,0,"Southern Only Presence","34.04-34.36",3
"Stenoplax conspicua",TRUE,FALSE,FALSE,0,313,4,0,108,34,0,"Southern Only Presence","34.04-34.36",3
"Stephanocystis dioica",TRUE,FALSE,TRUE,0,242,4,0,103,422,0,"Avoidant","34.04-34.36",3
"Stephanocystis osmundacea",TRUE,FALSE,TRUE,0,242,4,0,103,428,0,"Avoidant","34.04-34.36",3
"Strongylocentrotus droebachiensis",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Strongylocentrotus franciscanus",FALSE,FALSE,TRUE,0,313,4,0,108,25,0,"Northern Only Presence","34.04-34.36",3
"Strongylocentrotus purpuratus",TRUE,TRUE,TRUE,4,313,4,2,108,11680,12.5,"Continuous Presence","34.04-34.36",3
"Styela montereyensis",FALSE,FALSE,TRUE,0,242,4,0,103,6,0,"Northern Only Presence","34.04-34.36",3
"Symphyocladia dendroidea/Xiphosiphonia pennata",TRUE,TRUE,TRUE,3,242,4,2,103,343,13.6363636363636,"Continuous Presence","34.04-34.36",3
"Symphyocladiella baileyi",TRUE,TRUE,TRUE,1,242,4,1,103,48,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Taonia lennebackerae",TRUE,FALSE,TRUE,0,242,4,0,103,20,0,"Avoidant","34.04-34.36",3
"Tectura paleacea",TRUE,FALSE,TRUE,0,313,4,0,108,202,0,"Avoidant","34.04-34.36",3
"Tegula aureotincta",TRUE,FALSE,TRUE,0,313,4,0,108,178,0,"Avoidant","34.04-34.36",3
"Tegula brunnea",FALSE,FALSE,TRUE,0,313,4,0,108,1356,0,"Northern Only Presence","34.04-34.36",3
"Tegula eiseni",TRUE,TRUE,FALSE,1,313,4,1,108,1955,4.16666666666667,"Northern Range Edge","34.04-34.36",3
"Tegula funebralis/gallina",TRUE,TRUE,TRUE,11,313,4,4,108,83091,37.5,"Continuous Presence","34.04-34.36",3
"Tegula pulligo",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Tetraclita squamosa",TRUE,TRUE,TRUE,2,242,4,1,103,1055,9.09090909090909,"Continuous Presence","34.04-34.36",3
"Thylacodes squamigerus",TRUE,FALSE,TRUE,0,242,4,0,103,152,0,"Avoidant","34.04-34.36",3
"Tiffaniella snyderae",TRUE,TRUE,TRUE,1,242,4,1,103,206,4.54545454545455,"Continuous Presence","34.04-34.36",3
"Tonicella spp",TRUE,FALSE,TRUE,0,313,4,0,108,905,0,"Avoidant","34.04-34.36",3
"Trichotropis cancellata",FALSE,FALSE,FALSE,0,313,4,0,108,0,0,"Absent","34.04-34.36",3
"Ulothrix spp",FALSE,FALSE,TRUE,0,242,4,0,103,15,0,"Northern Only Presence","34.04-34.36",3
"Ulvophyceae",TRUE,TRUE,TRUE,7,242,4,3,103,5252,27.2727272727273,"Continuous Presence","34.04-34.36",3
"Urosalpinx subangulata",FALSE,FALSE,TRUE,0,313,4,0,108,15,0,"Northern Only Presence","34.04-34.36",3
"Urospora spp",TRUE,FALSE,FALSE,0,242,4,0,103,1,0,"Southern Only Presence","34.04-34.36",3
"Urticina coriacea",FALSE,FALSE,TRUE,0,242,4,0,103,7,0,"Northern Only Presence","34.04-34.36",3
"Verrucaria maura",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Xingyurella turgida",FALSE,FALSE,TRUE,0,242,4,0,103,1,0,"Northern Only Presence","34.04-34.36",3
"Zonaria farlowii",TRUE,FALSE,TRUE,0,242,4,0,103,81,0,"Avoidant","34.04-34.36",3
"Zostera spp",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","34.04-34.36",3
"Abietinaria/Amphisbetia spp",FALSE,FALSE,TRUE,0,242,9,0,103,9,0,"Northern Only Presence","34.36-34.48",4
"Acanthinucella paucilirata",FALSE,TRUE,FALSE,2,313,9,2,108,4,8.33333333333333,"Endemic Presence","34.36-34.48",4
"Acanthinucella spp",TRUE,TRUE,TRUE,22,313,9,9,108,2214,45.8333333333333,"Continuous Presence","34.36-34.48",4
"Acmaea mitra",FALSE,FALSE,TRUE,0,313,9,0,108,141,0,"Northern Only Presence","34.36-34.48",4
"Acrosiphonia/Cladophora spp",TRUE,TRUE,TRUE,1,242,9,1,103,175,4.54545454545455,"Continuous Presence","34.36-34.48",4
"Acrosorium ciliolatum",TRUE,TRUE,FALSE,1,242,9,1,103,143,4.54545454545455,"Northern Range Edge","34.36-34.48",4
"Aeolidia papillosa",FALSE,FALSE,TRUE,0,313,9,0,108,3,0,"Northern Only Presence","34.36-34.48",4
"Aglaophenia spp",FALSE,TRUE,TRUE,1,242,9,1,103,18,4.54545454545455,"Southern Range Edge","34.36-34.48",4
"Ahnfeltia fastigiata",TRUE,FALSE,TRUE,0,242,9,0,103,117,0,"Avoidant","34.36-34.48",4
"Ahnfeltiopsis linearis",FALSE,TRUE,TRUE,1,242,9,1,103,56,4.54545454545455,"Southern Range Edge","34.36-34.48",4
"Alaria marginata",FALSE,FALSE,TRUE,0,242,9,0,103,1018,0,"Northern Only Presence","34.36-34.48",4
"Alia spp",TRUE,TRUE,TRUE,9,313,9,5,108,1445,29.1666666666667,"Continuous Presence","34.36-34.48",4
"Amphiroa beauvoisii",TRUE,FALSE,FALSE,0,242,9,0,103,2,0,"Southern Only Presence","34.36-34.48",4
"Amphissa columbiana",FALSE,TRUE,TRUE,1,313,9,1,108,31,4.16666666666667,"Southern Range Edge","34.36-34.48",4
"Amphissa versicolor",TRUE,TRUE,TRUE,7,313,9,5,108,299,29.1666666666667,"Continuous Presence","34.36-34.48",4
"Analipus japonicus",FALSE,TRUE,TRUE,1,242,9,1,103,379,4.54545454545455,"Southern Range Edge","34.36-34.48",4
"Anisocladella pacifica",TRUE,FALSE,TRUE,0,242,9,0,103,4,0,"Avoidant","34.36-34.48",4
"Anthopleura artemisia",FALSE,FALSE,TRUE,0,242,9,0,103,3,0,"Northern Only Presence","34.36-34.48",4
"Anthopleura elegantissima",TRUE,TRUE,TRUE,26,242,9,9,103,5148,50,"Continuous Presence","34.36-34.48",4
"Anthopleura sola",TRUE,TRUE,TRUE,26,242,9,9,103,2460,50,"Continuous Presence","34.36-34.48",4
"Anthopleura xanthogrammica",TRUE,TRUE,TRUE,8,242,9,4,103,791,22.7272727272727,"Continuous Presence","34.36-34.48",4
"Antithamnionella spp",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Aplidium spp",TRUE,TRUE,TRUE,4,242,9,4,103,73,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Aplysia californica",TRUE,TRUE,FALSE,1,313,9,1,108,11,4.16666666666667,"Northern Range Edge","34.36-34.48",4
"Asparagopsis taxiformis",TRUE,FALSE,FALSE,0,242,9,0,103,97,0,"Southern Only Presence","34.36-34.48",4
"Atrimitra idae",FALSE,FALSE,FALSE,0,313,9,0,108,0,0,"Absent","34.36-34.48",4
"Balanus crenatus",FALSE,FALSE,TRUE,0,242,9,0,103,1,0,"Northern Only Presence","34.36-34.48",4
"Balanus glandula",TRUE,TRUE,TRUE,26,242,9,9,103,5046,50,"Continuous Presence","34.36-34.48",4
"Balanus glandula/Semibalanus balanoides",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Balanus nubilus",FALSE,FALSE,TRUE,0,242,9,0,103,6,0,"Northern Only Presence","34.36-34.48",4
"Bangia spp",TRUE,TRUE,TRUE,4,242,9,3,103,63,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Besa leptophylla",TRUE,TRUE,TRUE,3,242,9,3,103,41,9.09090909090909,"Continuous Presence","34.36-34.48",4
"Bittium eschrichtii",TRUE,FALSE,TRUE,0,313,9,0,108,898,0,"Avoidant","34.36-34.48",4
"Boring clam",TRUE,TRUE,TRUE,3,242,9,3,103,12,9.09090909090909,"Continuous Presence","34.36-34.48",4
"Bossiella spp",TRUE,TRUE,TRUE,15,242,9,7,103,1442,36.3636363636364,"Continuous Presence","34.36-34.48",4
"Bryopsis spp",TRUE,TRUE,TRUE,2,242,9,2,103,12,9.09090909090909,"Continuous Presence","34.36-34.48",4
"Bugula neritina",TRUE,TRUE,FALSE,1,242,9,1,103,18,4.54545454545455,"Northern Range Edge","34.36-34.48",4
"Californiconus californicus",TRUE,TRUE,TRUE,7,313,9,3,108,217,25,"Continuous Presence","34.36-34.48",4
"Calliarthron spp",TRUE,TRUE,TRUE,13,242,9,8,103,1229,31.8181818181818,"Continuous Presence","34.36-34.48",4
"Calliostoma annulatum",FALSE,FALSE,TRUE,0,313,9,0,108,5,0,"Northern Only Presence","34.36-34.48",4
"Calliostoma canaliculatum",FALSE,FALSE,TRUE,0,313,9,0,108,25,0,"Northern Only Presence","34.36-34.48",4
"Calliostoma ligatum",FALSE,TRUE,TRUE,1,313,9,1,108,90,4.16666666666667,"Southern Range Edge","34.36-34.48",4
"Calliostoma supragranosum",FALSE,FALSE,TRUE,0,313,9,0,108,1,0,"Northern Only Presence","34.36-34.48",4
"Callithamnion pikeanum",TRUE,FALSE,TRUE,0,242,9,0,103,330,0,"Avoidant","34.36-34.48",4
"Callithamnion rupicola",TRUE,FALSE,TRUE,0,242,9,0,103,2,0,"Avoidant","34.36-34.48",4
"Callophyllis spp",TRUE,TRUE,TRUE,1,242,9,1,103,68,4.54545454545455,"Continuous Presence","34.36-34.48",4
"Cancer antennaria",TRUE,TRUE,TRUE,3,313,9,3,108,55,8.33333333333333,"Continuous Presence","34.36-34.48",4
"Cancer oregonensis",TRUE,FALSE,TRUE,0,313,9,0,108,3,0,"Avoidant","34.36-34.48",4
"Cancer productus",FALSE,FALSE,TRUE,0,313,9,0,108,1,0,"Northern Only Presence","34.36-34.48",4
"Carpopeltis bushiae",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Caulacanthus okamurae",TRUE,FALSE,TRUE,0,242,9,0,103,1831,0,"Avoidant","34.36-34.48",4
"Ceratostoma foliatum",TRUE,FALSE,TRUE,0,313,9,0,108,5,0,"Avoidant","34.36-34.48",4
"Ceratostoma nuttalli",TRUE,FALSE,TRUE,0,313,9,0,108,46,0,"Avoidant","34.36-34.48",4
"Cerithiopsis spp",TRUE,FALSE,FALSE,0,313,9,0,108,2,0,"Southern Only Presence","34.36-34.48",4
"Chaetomorpha spp",TRUE,TRUE,TRUE,3,242,9,3,103,148,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Chondracanthus canaliculatus",TRUE,TRUE,TRUE,25,242,9,8,103,5926,50,"Continuous Presence","34.36-34.48",4
"Chondracanthus corymbiferus/exaspertata",TRUE,FALSE,TRUE,0,242,9,0,103,74,0,"Avoidant","34.36-34.48",4
"Chondracanthus harveyanus",FALSE,FALSE,TRUE,0,242,9,0,103,5,0,"Northern Only Presence","34.36-34.48",4
"Chondracanthus spinosus",TRUE,TRUE,TRUE,3,242,9,2,103,42,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Chondria acrorhizophora",TRUE,FALSE,FALSE,0,242,9,0,103,21,0,"Southern Only Presence","34.36-34.48",4
"Chondria arcuata",TRUE,TRUE,FALSE,1,242,9,1,103,16,4.54545454545455,"Northern Range Edge","34.36-34.48",4
"Chondria dasyphylla",TRUE,TRUE,TRUE,1,242,9,1,103,16,4.54545454545455,"Continuous Presence","34.36-34.48",4
"Chondria decipiens",TRUE,FALSE,TRUE,0,242,9,0,103,25,0,"Avoidant","34.36-34.48",4
"Chondria nidifica",TRUE,TRUE,TRUE,15,242,9,9,103,157,36.3636363636364,"Continuous Presence","34.36-34.48",4
"Chondria oppositiclada",TRUE,FALSE,FALSE,0,242,9,0,103,23,0,"Southern Only Presence","34.36-34.48",4
"Chone minuta",FALSE,FALSE,TRUE,0,242,9,0,103,88,0,"Northern Only Presence","34.36-34.48",4
"Chthamalus dalli/fissus",TRUE,TRUE,TRUE,26,242,9,9,103,17343,50,"Continuous Presence","34.36-34.48",4
"Cirolana spp/Gnorimosphaeroma oregonense",FALSE,TRUE,TRUE,1,313,9,1,108,82,4.16666666666667,"Southern Range Edge","34.36-34.48",4
"Cladophora columbiana",TRUE,TRUE,TRUE,7,242,9,6,103,1559,22.7272727272727,"Continuous Presence","34.36-34.48",4
"Cladophora graminea",TRUE,TRUE,TRUE,1,242,9,1,103,6,4.54545454545455,"Continuous Presence","34.36-34.48",4
"Clavelina huntsmani",FALSE,FALSE,TRUE,0,242,9,0,103,4,0,"Northern Only Presence","34.36-34.48",4
"Codium fragile",TRUE,FALSE,TRUE,0,242,9,0,103,51,0,"Avoidant","34.36-34.48",4
"Codium setchellii",FALSE,FALSE,TRUE,0,242,9,0,103,19,0,"Northern Only Presence","34.36-34.48",4
"Colonial diatom",TRUE,TRUE,TRUE,6,242,9,4,103,75,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Colpomenia/Leathesia spp",TRUE,TRUE,TRUE,3,242,9,3,103,184,13.6363636363636,"Continuous Presence","34.36-34.48",4
"Constantinea simplex",FALSE,FALSE,TRUE,0,242,9,0,103,109,0,"Northern Only Presence","34.36-34.48",4
"Corallina spp",TRUE,TRUE,TRUE,26,242,9,9,103,18213,50,"Continuous Presence","34.36-34.48",4
"Corynactis californica",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Costaria costata",FALSE,FALSE,TRUE,0,242,9,0,103,93,0,"Northern Only Presence","34.36-34.48",4
"Crangon spp",TRUE,TRUE,TRUE,1,313,9,1,108,10,4.16666666666667,"Continuous Presence","34.36-34.48",4
"Crepipatella lingulata",TRUE,FALSE,TRUE,0,313,9,0,108,11,0,"Avoidant","34.36-34.48",4
"Cryptochiton stelleri",FALSE,FALSE,TRUE,0,391,9,0,108,236,0,"Northern Only Presence","34.36-34.48",4
"Cryptolithodes sitchensis",FALSE,FALSE,TRUE,0,313,9,0,108,5,0,"Northern Only Presence","34.36-34.48",4
"Cryptopleura/Hymenena spp",TRUE,TRUE,TRUE,18,242,9,6,103,3622,45.4545454545455,"Continuous Presence","34.36-34.48",4
"Cryptosiphonia woodii",FALSE,TRUE,TRUE,1,242,9,1,103,922,4.54545454545455,"Southern Range Edge","34.36-34.48",4
"Cucumaria miniata",FALSE,FALSE,FALSE,0,313,9,0,108,0,0,"Absent","34.36-34.48",4
"Cucumaria/Pseudocnus spp",FALSE,FALSE,TRUE,0,313,9,0,108,573,0,"Northern Only Presence","34.36-34.48",4
"Cumagloia andersonii",FALSE,TRUE,TRUE,2,242,9,1,103,25,9.09090909090909,"Southern Range Edge","34.36-34.48",4
"Cyanoplax hartwegii",TRUE,TRUE,TRUE,14,313,9,8,108,1890,37.5,"Continuous Presence","34.36-34.48",4
"Cyanoplax spp",TRUE,TRUE,TRUE,8,313,9,4,108,1882,20.8333333333333,"Continuous Presence","34.36-34.48",4
"Dasya binghamiae",TRUE,TRUE,TRUE,6,242,9,2,103,18,22.7272727272727,"Continuous Presence","34.36-34.48",4
"Dasysiphonia japonica",TRUE,FALSE,FALSE,0,242,9,0,103,1,0,"Southern Only Presence","34.36-34.48",4
"Delesseria decipiens",FALSE,FALSE,TRUE,0,242,9,0,103,5,0,"Northern Only Presence","34.36-34.48",4
"Dendrobeania lichenoides",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Dendronotus subramosus",FALSE,FALSE,TRUE,0,313,9,0,108,1,0,"Northern Only Presence","34.36-34.48",4
"Dendropoma lituella",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Derbesia marina",FALSE,FALSE,TRUE,0,242,9,0,103,12,0,"Northern Only Presence","34.36-34.48",4
"Dermasterias imbricata",FALSE,FALSE,TRUE,0,391,9,0,108,683,0,"Northern Only Presence","34.36-34.48",4
"Desmarestia ligulata",FALSE,TRUE,TRUE,2,242,9,2,103,121,9.09090909090909,"Southern Range Edge","34.36-34.48",4
"Diaperoecia californica",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Diaulula sandiegensis",TRUE,FALSE,TRUE,0,313,9,0,108,12,0,"Avoidant","34.36-34.48",4
"Dictyoneurum californicum",FALSE,FALSE,TRUE,0,242,9,0,103,12,0,"Northern Only Presence","34.36-34.48",4
"Dictyopteris undulata",TRUE,FALSE,FALSE,0,242,9,0,103,22,0,"Southern Only Presence","34.36-34.48",4
"Dictyota binghamiae",TRUE,FALSE,FALSE,0,242,9,0,103,4,0,"Southern Only Presence","34.36-34.48",4
"Dictyota coriacea",TRUE,TRUE,FALSE,4,242,9,4,103,138,13.6363636363636,"Northern Range Edge","34.36-34.48",4
"Dilsea californica",FALSE,TRUE,TRUE,1,242,9,1,103,447,4.54545454545455,"Southern Range Edge","34.36-34.48",4
"Diodora aspera",FALSE,TRUE,TRUE,1,313,9,1,108,11,4.16666666666667,"Southern Range Edge","34.36-34.48",4
"Dirona albolineata",FALSE,FALSE,TRUE,0,313,9,0,108,2,0,"Northern Only Presence","34.36-34.48",4
"Discurria insessa",TRUE,TRUE,TRUE,5,313,9,5,108,120,12.5,"Continuous Presence","34.36-34.48",4
"Distaplia occidentalis",FALSE,FALSE,TRUE,0,242,9,0,103,9,0,"Northern Only Presence","34.36-34.48",4
"Dodecaceria spp",TRUE,TRUE,TRUE,13,242,9,4,103,239,40.9090909090909,"Continuous Presence","34.36-34.48",4
"Doris montereyensis",FALSE,FALSE,TRUE,0,313,9,0,108,3,0,"Northern Only Presence","34.36-34.48",4
"Ectocarpus spp",TRUE,FALSE,FALSE,0,242,9,0,103,2,0,"Southern Only Presence","34.36-34.48",4
"Egregia menziesii",TRUE,TRUE,TRUE,17,242,9,6,103,5494,45.4545454545455,"Continuous Presence","34.36-34.48",4
"Eisenia arborea",TRUE,FALSE,TRUE,0,242,9,0,103,141,0,"Avoidant","34.36-34.48",4
"Encrusting coralline",TRUE,TRUE,TRUE,23,242,9,9,103,8084,50,"Continuous Presence","34.36-34.48",4
"Endarachne/Petalonia/Phaeostrophion spp",TRUE,TRUE,TRUE,9,242,9,5,103,381,22.7272727272727,"Continuous Presence","34.36-34.48",4
"Endocladia muricata",TRUE,TRUE,TRUE,15,242,9,8,103,14318,40.9090909090909,"Continuous Presence","34.36-34.48",4
"Endoplura aurea",FALSE,FALSE,FALSE,0,242,9,0,103,0,0,"Absent","34.36-34.48",4
"Epiactis prolifera",FALSE,FALSE,TRUE,0,242,9,0,103,5,0,"Northern Only Presence","34.36-34.48",4
"Epitonium tinctum",TRUE,TRUE,TRUE,22,313,9,7,108,388,45.8333333333333,"Continuous Presence","34.36-34.48",4
"Erythroglossum californicum",TRUE,TRUE,TRUE,7,242,9,5,103,48,22.7272727272727,"Continuous Presence","34.36-34.48",4
"Erythrophyllum delesserioides",TRUE,TRUE,TRUE,2,242,9,2,103,222,9.09090909090909,"Continuous Presence","34.36-34.48",4
"Eudendrium californicum",FALSE,FALSE,TRUE,0,242,9,0,103,2,0,"Northern Only Presence","34.36-34.48",4
"Eudistoma psammion",TRUE,TRUE,TRUE,3,242,9,3,103,45,13.6363636363636,"Continuous Presence","34.36-34.48",4
